ID,用户能力水平,年龄标签,性别,分配,录制参考文本,录制参考音频,录音要求,,,,,,,
2,初级,大学生,女,,Can you?,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856412903178291/54d0e398-3fbb-48c7-9db2-f11120679c63?lk3s=ec46513b&x-expires=2080655356&x-signature=juQGer6Id8%2FD2HkBiKFc16p2Pfs%3D,,,,,,,,
2,初级,大学生,女,,Supervise me. Are you willing?,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856435648888841/37eb8720-4f4e-4527-bd5d-27d4d54e9223?lk3s=ec46513b&x-expires=2080655356&x-signature=0TtWBml9DH5pAB1Zr5Fh%2BbzDWZM%3D,,,,,,,,
2,初级,大学生,女,,Can you supervise me?,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856441055051822/2280c50b-dead-4a27-8771-24d898a13a5c?lk3s=ec46513b&x-expires=2080655355&x-signature=Bf0J8T89Ir69YEA6HX2h3vIqSM8%3D,,,,,,,,
2,初级,大学生,女,,I willing.,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856429613072434/edde51c4-138e-4220-9be3-a8aabcb21b94?lk3s=ec46513b&x-expires=2080655355&x-signature=25TViexi4DyPTn9zsRDm7NaJk3Q%3D,willing读的像welling,,,,,,,
2,初级,大学生,女,,"Oh, thank you. I will share message for you.",https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856412903194675/69d83f1a-c453-4e9d-ae3c-0748083d3403?lk3s=ec46513b&x-expires=2080655356&x-signature=wEGzzmgPT1HCkegGSTAbvTNFDfk%3D,介词使用错误，应该改为share message with you,,,,,,,
2,初级,大学生,女,,I will practice according to my plan.,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856441055084590/dc363a04-8761-4540-890a-05132e9d43cc?lk3s=ec46513b&x-expires=2080655356&x-signature=pSurJZ8wSzewAPpVb%2Fg8ssmU42c%3D,,,,,,,,
2,初级,大学生,女,,I,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856413343645723/9b0e71ad-cf19-4566-b695-805d75de45fa?lk3s=ec46513b&x-expires=2080655356&x-signature=g9IZj%2BfVHYpPcFc7HM1V59EJb6I%3D,,,,,,,,
2,初级,大学生,女,,I,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856429613154354/990627bc-9afb-4402-81dd-fb1ae99f01ee?lk3s=ec46513b&x-expires=2080655356&x-signature=tcQ0nKmZKjUAW1BqgZcgukrIwoI%3D,,,,,,,,
2,初级,大学生,女,,I i haven't made a plan yet uh you can wait wait for me of of um me may may uh let me uh think about it,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856412903243827/403e7424-e1a7-4dd9-8c77-8805694ff965?lk3s=ec46513b&x-expires=2080655356&x-signature=0ThrGziVkidyITo9sPHCyM3O9pU%3D,,,,,,,,
2,初级,大学生,女,,You can wait for me.,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856447950356531/1975918e-a54b-4638-9bce-a6fe7c8851ed?lk3s=ec46513b&x-expires=2080655356&x-signature=PK9yBagR4LpCMRVp%2Fdg0engWoVo%3D,,,,,,,,
2,初级,大学生,女,,You can。 you can wait for me.,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856413343662107/a05f9eda-9da1-40f2-8f32-c01636740794?lk3s=ec46513b&x-expires=2080655356&x-signature=O7KTT7d%2Bah7gnegYqMMIwoCVp30%3D,,,,,,,,
2,初级,大学生,女,,You can.,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856418406023218/fb67d1d3-fc7e-4ff3-9c92-323bb055c13b?lk3s=ec46513b&x-expires=2080655356&x-signature=FeH15RvGnuCtjCAEb6eFsARvqqk%3D,,,,,,,,
2,初级,大学生,女,,You can we 我操你妈，你别说了，这么傻逼。,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856447090622510/879bd929-ae1d-40f9-a449-914a08b592d8?lk3s=ec46513b&x-expires=2080655356&x-signature=YH8rs5cXDDBF8yIRuApBfZy7Uzc%3D,,,,,,,,
2,初级,大学生,女,,You can wait for me to. My plan finished.,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856439616110601/6700ca99-18dc-4ec0-88c1-ae2dbad499d6?lk3s=ec46513b&x-expires=2080655356&x-signature=fiO8kxG9qKAdLAmPxofYKu71XY0%3D,后半句词汇可改为until I finish the plan.,,,,,,,
2,初级,大学生,女,,我的意思说，你等着你，你可以等到我计划。,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856419563733002/ffa2d55c-4a1e-4d2d-92ff-4c7418b8df83?lk3s=ec46513b&x-expires=2080655356&x-signature=8ReQA9SjipP8mjxJWr0X9ok6ypw%3D,,,,,,,,
2,初级,大学生,女,,计划，计划完成的时候，我说的是那个我正在制作的计划。,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856418406055986/0c683dd3-52a6-4716-8238-90ad610967ff?lk3s=ec46513b&x-expires=2080655356&x-signature=pRcEi%2F1%2FTFUEUbCKm0Py3m9OLRo%3D,,,,,,,,
2,初级,大学生,女,,You you can wake until.,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856447950389299/c40b7faa-2a88-4bde-a715-eaaf429f0f80?lk3s=ec46513b&x-expires=2080655356&x-signature=MmPIVskKss0Pw6zvdRYnbQ5FAwU%3D,,,,,,,,
2,初级,大学生,女,,Until I.,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856429613187122/6dc22b39-473a-47dd-9984-46b6461ed848?lk3s=ec46513b&x-expires=2080655356&x-signature=R%2FVkMRp943ESXIggFWgtx3mtsCQ%3D,,,,,,,,
2,初级,大学生,女,,You can wake until I finish the plan making.,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856417831469065/f391359f-9887-4f9e-8ce7-35914375b16d?lk3s=ec46513b&x-expires=2080655356&x-signature=5ll1tT6YixnP0hRa9TVpsRzJX8A%3D,wait读的像wake,,,,,,,
2,初级,大学生,女,,OK. I think I will. Success.,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856413343711259/150b545e-a17d-411f-88c1-771b0a3d4015?lk3s=ec46513b&x-expires=2080655356&x-signature=QBHZ%2F9PGcrMJsWa21skNdpcn73w%3D,success应该改为succeed,,,,,,,
2,初级,大学生,女,,嗯,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856415998722058/5ef73d87-05f9-4999-90e6-7785f04ca8ef?lk3s=ec46513b&x-expires=2080655356&x-signature=e409nFRGtmon6J%2FWGp0mCH1oAA0%3D,,,,,,,,
2,初级,大学生,女,,I will uh i'd uh i'd,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856447090671662/b9e72b6d-ff52-4b4f-9e6f-73933a11676a?lk3s=ec46513b&x-expires=2080655356&x-signature=g4h4gslWkSbpUA%2FQ0eoic10MVu8%3D,,,,,,,,
2,初级,大学生,女,,"Every, I will add.",https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856415998738442/df5be4c1-2bca-46cd-9421-c201902250a1?lk3s=ec46513b&x-expires=2080655356&x-signature=hMzejmpWAX%2BOCKWfcYTrTpX05fI%3D,,,,,,,,
2,初级,大学生,女,,And everyday run and to circle to my plan.,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856447090655278/f2804cfc-c36a-4dea-907b-218543449566?lk3s=ec46513b&x-expires=2080655356&x-signature=uw6oFXLggdfk3AsrwSL%2BaL0O6IM%3D,circle to用词不当，可以改为finish,,,,,,,
2,初级,大学生,女,,嗯,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856435061080102/b7620834-55be-4c22-bf1b-2a578b13216c?lk3s=ec46513b&x-expires=2080655356&x-signature=BWQJElOY%2FINZw%2B%2BfmxdMIpCTe9M%3D,,,,,,,,
2,初级,大学生,女,,Let me think of it. The I.,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856437514780710/368da640-c360-4af6-9b0a-d92c25d29c73?lk3s=ec46513b&x-expires=2080655356&x-signature=a7cpTQyfTYubJVmAsmTxLS2sP1M%3D,,,,,,,,
2,初级,大学生,女,,Oh i wait to 等我一下好了我再告诉你。 if i finished finished thinking i will tell you。,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856452593352755/5ca3f08d-5ee1-4204-ab5f-da78614b5c04?lk3s=ec46513b&x-expires=2080655356&x-signature=tyjmjgVkvZKfSRiVFic7qQ6Yh0Y%3D,主将从现，后半句应改为if I finish thinking I will tell you,,,,,,,
2,初级,大学生,女,,Today.,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856412903276595/73fdcead-cf22-4e79-85c3-d7ba71e4c86b?lk3s=ec46513b&x-expires=2080655356&x-signature=mczAkU%2BZE%2FBFfCO7LJlsCPMf9vQ%3D,,,,,,,,
2,初级,大学生,女,,My.,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856413343744027/9b0c0764-eb44-4edf-8391-60e7c94cb783?lk3s=ec46513b&x-expires=2080655356&x-signature=x6Xv%2BpTi%2Ft%2FQZAm7JDmv7yFigeA%3D,,,,,,,,
2,初级,大学生,女,,"At that time, I.",https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856417831452681/396bfb63-e391-4ffd-b9e5-71ef447e3777?lk3s=ec46513b&x-expires=2080655356&x-signature=ADq6AswSa%2BtMzjrWIdqD8DBEw9c%3D,,,,,,,,
2,初级,大学生,女,,I have a 50 meter test.,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856452593319987/aa205551-1435-4286-bb2f-ac95bb192b62?lk3s=ec46513b&x-expires=2080655356&x-signature=XMCR62XWT2cqeRURBioDUAwJMgw%3D,应该用一般过去时，have应改为had,,,,,,,
2,初级,大学生,女,,I run the last score.,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856412903292979/5bc66233-e912-40c9-9dcc-c5383f0e0181?lk3s=ec46513b&x-expires=2080655356&x-signature=V8CHNhssBkzx4N%2BdQXG%2BLIf%2FnYg%3D,应该用一般过去时，run应改为ran,,,,,,,
2,初级,大学生,女,,Read.,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856429613219890/c7cd824f-77a1-4b9c-99e7-745384b0181a?lk3s=ec46513b&x-expires=2080655356&x-signature=5wvZLdVwN%2BBfcmzskkaCk8mVgtg%3D,,,,,,,,
2,初级,大学生,女,,挨在 my head of fifty meter test。,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856441055117358/4a576aba-7fbb-4e95-968e-75cdc4b514bf?lk3s=ec46513b&x-expires=2080655356&x-signature=WOdmhIcq44eAFjI%2BFtd19jISLBQ%3D,,,,,,,,
2,初级,大学生,女,,"And then at that time, I had off the 50 meter test and then I run the last rate.",https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856429613269042/eb0fa4cb-9eaf-472d-a21d-f68d23a0fe85?lk3s=ec46513b&x-expires=2080655356&x-signature=Lji1at2%2BRILFyYYp0Ei0lij%2Bqz4%3D,后半句run the last rates可以改为run last,,,,,,,
2,初级,大学生,女,,In the four people.,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856419563765770/75680ba3-246a-4340-ba50-2f94dacbaa88?lk3s=ec46513b&x-expires=2080655356&x-signature=5Y6w9VyGfeluerGr4zA9sYd%2Ba8w%3D,,,,,,,,
2,初级,大学生,女,,And.,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856417831550985/4fd770c3-56e2-403b-aedc-875784880e91?lk3s=ec46513b&x-expires=2080655356&x-signature=WgcPt%2BC4F6nBr1eZ0pEPIHBQ%2Fhs%3D,,,,,,,,
2,初级,大学生,女,,"At that time, I had a 50 meter test and then I run the slowest among the four people. I think that I need to improve my skill about running.",https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856437514829862/9691b38b-eb9d-4066-aeef-efba350790b0?lk3s=ec46513b&x-expires=2080655356&x-signature=8cFdndSqBiBduAwR3pr9J7Emcx8%3D,"1. 应该用一般过去时，run应改为ran
2. running读的像runing",,,,,,,
2,初级,大学生,女,,I will.,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856439616143369/5e9c7588-bbc1-4d2e-8bab-47cae81138d2?lk3s=ec46513b&x-expires=2080655356&x-signature=WFf4Lp2uVxoA2z33fcZH6rtBM5U%3D,,,,,,,,
2,初级,大学生,女,,I will make a plan.,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856440824037386/fc4edf19-9741-4754-b816-cd9149d7ee18?lk3s=ec46513b&x-expires=2080655357&x-signature=Qu%2FFcZkU5iMj0KneoQIJOGCjj5g%3D,,,,,,,,
2,初级,大学生,女,,Make a schedule for my， physical fitness， 哦，不是 make a schedule。,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856412903342131/4f12c8e3-b15f-4019-8ac6-c670efe3b03d?lk3s=ec46513b&x-expires=2080655356&x-signature=x4qqZvt0BWUHDh7RWDw2SD%2BL420%3D,,,,,,,,
2,初级,大学生,女,,I will make schedule to exercise 3 times a week.,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856447090720814/5fbf8c04-2dbb-4d3b-ba1f-786915a53c44?lk3s=ec46513b&x-expires=2080655356&x-signature=WAzPX2igTfplBCV3MdgKLKxeC9U%3D,schedule发音不准确,,,,,,,
2,初级,大学生,女,,这充电器搁这了。,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856429613252658/e0cd429a-fb5b-40ea-8f16-a099d8e6e5ac?lk3s=ec46513b&x-expires=2080655356&x-signature=NGTNKAXG0h7JtUwKMbpknhcVpiI%3D,,,,,,,,
2,初级,大学生,女,,"I just talked to my friends. She went to there, went to, went there. She went there. She went when there all get her phone charger.",https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856435649019913/8a7e837d-59bf-45d3-b0a2-60c8c29673b2?lk3s=ec46513b&x-expires=2080655356&x-signature=1MUK%2FIr0JtBuK6U3npg%2BPxGOsSw%3D,后半句应为she went there to get her charger,,,,,,,
2,初级,大学生,女,,To take her 我想说的是， i just。,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856417831518217/d0066253-a546-4cd1-ad9d-44088835f9d9?lk3s=ec46513b&x-expires=2080655356&x-signature=mwnD0tytjn44g%2BSC3ejgclCoaFE%3D,,,,,,,,
2,初级,大学生,女,,我刚刚是在和我的朋友说话， then she， she take it， take it her。,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856419563798538/c53fb603-0d84-4060-b64d-69d2d4881130?lk3s=ec46513b&x-expires=2080655356&x-signature=9Q2CRLoDGXa9rlUiTlRrMxK6MPw%3D,应该用一般过去时，take应改为took,,,,,,,
2,初级,大学生,女,,Point charge.,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856435648987145/a705d5cf-9fb4-479c-a749-56cb858f7262?lk3s=ec46513b&x-expires=2080655356&x-signature=LfmeodUV6IrwjAkWkpTLN2Qg7mA%3D,phone读的像point,,,,,,,
2,初级,大学生,女,,"I just talk my, I just talk to my friends. She went to take her phone Chager.",https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856435649069065/033331b7-4751-46ee-925f-eed2ea6873c7?lk3s=ec46513b&x-expires=2080655356&x-signature=u92VjFO0bOelFF3nQvDH7egmyVU%3D,"1. 第一句应该用过去时态，talk改为talked
2. phone charger读的像phone chager",,,,,,,
2,初级,大学生,女,,She will， went to tutor the office。 to uh，请假条。,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856419068608563/5c44b768-cd64-4d12-9c7a-5eb47682a9d8?lk3s=ec46513b&x-expires=2080655356&x-signature=fYHB17kJiKsbYji%2BLIsB%2BFW3gT4%3D,,,,,,,,
2,初级,大学生,女,,She will.,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856461791363118/b4132c1f-269f-4d59-97a5-2db4dd0c722d?lk3s=ec46513b&x-expires=2080655356&x-signature=9jsQRAM204Uq%2FALmdHz0CN3N%2BGY%3D,,,,,,,,
2,初级,大学生,女,,She.,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856435649036297/f55be3e9-b116-48b6-a494-c563250bc0c2?lk3s=ec46513b&x-expires=2080655356&x-signature=ZzjctgwvUHyhE7E2z8a5X9Of4Fc%3D,,,,,,,,
2,初级,大学生,女,,She has went to tutor's office to sign the leave form,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856437514813478/57d41cad-126a-420a-824e-75474b7a8a19?lk3s=ec46513b&x-expires=2080655356&x-signature=MYIM0a4PeLvskwTjRl4aGbFtTfI%3D,the tutor's office可数，特指，需要加the；has后面要接过去分词，应该是“has gone”,,,,,,,
2,初级,大学生,女,,Because she will take part in A training.,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856447950422067/4bf0d9e9-9da8-435c-b2ac-f8995a6098b5?lk3s=ec46513b&x-expires=2080655356&x-signature=lxur9kw0w35SUN84jz0lHhm7hCA%3D,,,,,,,,
2,初级,大学生,女,,A training.,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856452593385523/9bd7d81b-57c1-4af9-911e-c2af76302fb8?lk3s=ec46513b&x-expires=2080655356&x-signature=xLd%2BbfvHGPZDgV8GnnuULKjq%2BOs%3D,,,,,,,,
2,初级,大学生,女,,A physical logical training conference in at the first class.,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856447090786350/2c344743-034b-45c9-934b-a25dd639b9c1?lk3s=ec46513b&x-expires=2080655356&x-signature=2FFSRL%2BiYTZrl5meKIo8%2F%2FsFBJw%3D,physical logical training conference应该改为physical logic training conference,,,,,,,
2,初级,大学生,女,,In the afternoon.,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856447090737198/1762cac6-8f3a-4cc8-8f7a-74660708e8d7?lk3s=ec46513b&x-expires=2080655356&x-signature=0tIU0vI8m4%2BNL9AgzYYwBsomUBI%3D,,,,,,,,
2,初级,大学生,女,,"I mean, that she will take part in.",https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856418406088754/aaa8c2d0-09b8-401a-bc7e-71b87fc47f88?lk3s=ec46513b&x-expires=2080655356&x-signature=JQMHkbr2NFeyidR5zaH2y5boDwI%3D,physical logical training conference应该改为physical logic training conference,,,,,,,
2,初级,大学生,女,,At the first class in the afternoon.,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856441662898202/2dd038c8-1f84-4eee-b0bc-57dc2d8b01d2?lk3s=ec46513b&x-expires=2080655356&x-signature=MARrIJr2TceC5bhoqNDJx8gubnA%3D,,,,,,,,
2,初级,大学生,女,,I don't know uh uh she will went to went there uh uh i can uh i think she will share with me a about the uh event,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856417831583753/8f9123fe-a46b-4967-acd9-d5a1a8da72b4?lk3s=ec46513b&x-expires=2080655356&x-signature=wHXcAvmCurUgtzxBrBiRMJffa%2Fo%3D,虚拟语气使用错误，前半句应该I didn't know she would go there.；share用法错误，正确为share sth with sb,,,,,,,
2,初级,大学生,女,,Yes i i'm so expected,,expected用法不恰当，可改为excited,,,,,,,
2,初级,大学生,女,,"Oh, OK.",,,,,,,,,
2,初级,大学生,女,,I just.,,,,,,,,,
2,初级,大学生,女,,陈皮葡萄梅。,,,,,,,,,
2,初级,大学生,女,,It is by Chao flavor.,,,,,,,,,
2,初级,大学生,女,,"Yes, I try it yet.",,应该用现在完成时，I have tried it,,,,,,,
2,初级,大学生,女,,"Yes, I have tried it.",,,,,,,,,
2,初级,大学生,女,,I think it's so,,,,,,,,,
2,初级,大学生,女,,I think it's so i think it's so uh good but it is a little uh expensive uh about eighteen yuan,,,,,,,,,
2,初级,大学生,女,,My friends told me that she uh， she can can 兼职 part job at the。,,兼职是part-time job,,,,,,,
2,初级,大学生,女,,欧式。,,,,,,,,,
2,初级,大学生,女,,"She had a part job at the supermarket, the. Where?",,兼职是part-time job,,,,,,,
2,初级,大学生,女,,Where?,,,,,,,,,
2,初级,大学生,女,,Where?,,,,,,,,,
2,初级,大学生,女,,Where?,,,,,,,,,
2,初级,大学生,女,,My friend， my friends told me that she， she had a part job at supermarket where once where 不是 where， so the the uh， the champaign barries uh cheap than cheaper than uh。,,"1. 宾语从句中需要加冠词，可以改为the/a supermarket；supermarket的定语从句连接词需要改为whose
2. 兼职是part-time job",,,,,,,
2,初级,大学生,女,,Then I.,,,,,,,,,
2,初级,大学生,女,,Bye. Bye.,,,,,,,,,
2,初级,大学生,女,,"My friends told me that she was, had a part job at the supermarket where sold the Champaign berries. I cheaper than.",,后半句定语从句连接词where不太恰当，可改为which；应该把定于从句的谓语动词sold改为sells,,,,,,,
2,初级,大学生,女,,Bye.,,,,,,,,,
2,初级,大学生,女,,我想说的是，我的朋友告诉我，她曾经在超市做兼职，然后这里卖的陈皮葡萄莓是比我的便宜。,,,,,,,,,
2,初级,大学生,女,,对，我，我说的有什么问题吗？请你给我纠正一下，我说， at a supermarket where， sold the chenpi 葡萄莓 were a cheaper than i buy。,,最后应该一般过去时，改为than I bought,,,,,,,
2,初级,大学生,女,,为什么要用 what？,,,,,,,,,
2,初级,大学生,女,,My friends told me she once did a part job at the supermarket that were.,,friends应该改为单数friend；兼职的正确表达为part-time job,,,,,,,
2,初级,大学生,女,,Told me grayberries.,,,,,,,,,
3,初级,上班族,男,,,,,,,,,,,
3,初级,上班族,男,,I'm doing well how are you doubao please speak english,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856418406105138/2222aaef-a102-49ab-9bb4-42ead38d23a5?lk3s=ec46513b&x-expires=2080655356&x-signature=2AxysFHq74so1qGx1KZ7%2By8TPhI%3D,,,,,,,,
3,初级,上班族,男,,How about what did I do today?,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856439616176137/d7068c19-3640-4786-a5f5-b94bf318e78d?lk3s=ec46513b&x-expires=2080655356&x-signature=N%2BFtSgqrjXXHdeugCQImg6FfnS0%3D,,,,,,,,
3,初级,上班族,男,,Today i today i left from office i left from work earlier than before because there i'm um i'm uh not busy i'm not occupied this afternoon 我不忙我比较闲怎么说,,leave使用错误，改为left work,,,,,,,
3,初级,上班族,男,,I'm quite free today i left from the work today i uh this afternoon i left from work earlier than before because i was quite free this afternoon. Am I right? you can correct me.,,"1. 用一般过去时，leave改为left
2. leave使用错误，改为left work",,,,,,,
